번호,ID,문제 파일명,정답 파일명,출처,연도,과목,단원,관련 과목,정답률,난이도,답
"150","831f2f55-af4c-42c3-b370-08b4d8355c2c","版力305.png","版力305-a.png","2021학년도 9월 모평 18번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","3"
"151","4f90c111-0b1d-413b-83e1-165acaa56d92","版力304.png","版力304-a.png","2019년 7월 학평 17번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","70","하","4"
"152","6ebedef6-a358-46c2-af1c-128aa6d6963b","版力303.png","版力303-a.png","2022년 10월 학평 13번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","57","중","4"
"153","d3dc62bf-358c-48b9-bb56-5b8f03a8a23a","版力302.png","版力302-a.png","2019년 3월 학평 16번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","69","하","4"
"154","a38d4ba2-9b39-4710-8743-2de4ccd39b8c","版力301.png","版力301-a.png","2023학년도 9월 모평 14번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","5"
"155","261ccbb8-8d8b-45fa-91a0-e3c0dedf0164","版力300.png","版力300-a.png","2019년 10월 학평 16번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","57","중","1"
"156","810546f9-6551-4e0e-af77-62eb0e05fa27","版力299.png","版力299-a.png","2020년 7월 학평 8번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","69","하","4"
"157","f69cc752-b343-4bf9-8034-07bff530eb2a","版力298.png","版力298-a.png","2021학년도 수능 8번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","82","하","4"
"158","c781f807-4706-4ea0-9580-110aace1f101","版力297.png","版力297-a.png","2021학년도 6월 모평 16번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","2"
"159","6f74d1a5-5c37-4b0c-a30a-0978e4393cca","版力296.png","版力296-a.png","2022년 4월 학평 14번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","44","중","3"
"160","15b47e61-420b-451c-bd99-c55a8836992b","版力295.png","版力295-a.png","2023년 3월 학평 13번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","62","하","1"
"161","ef377db4-2baa-4dd6-8820-31bb61683d06","版力294.png","版力294-a.png","2023학년도 수능 16번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","52","중","5"
"162","3c161209-4b59-4a8f-86a2-8187b537864f","版力293.png","版力293-a.png","2020학년도 6월 모평 13번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","2"
"163","ea1fb18f-9f8f-49aa-bc71-2012e113dbb5","版力292.png","版力292-a.png","2021년 7월 학평 11번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","66","하","4"
"164","81d938bc-19cc-4fa3-b19b-93f6cdfc4622","版力291.png","版力291-a.png","2020년 4월 학평 11번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","83","하","4"
"165","530ba244-7852-4b6c-bb90-d9a728d87b6d","版力290.png","版力290-a.png","2021년 4월 학평 11번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","2"
"166","f41ab555-97e1-45bf-bcf6-be8519448117","版力289.png","版力289-a.png","2021년 10월 학평 12번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","82","하","2"
"167","9803dedc-3697-4576-a85d-80dbd5cdeb51","版力288.png","版力288-a.png","2024학년도 수능 16번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","49","중","2"
"168","80ddc458-14bd-4bd6-a4fa-b0e6754312fc","版力287.png","版力287-a.png","2022학년도 9월 모평 8번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","72","하","4"
"169","7dcdab0e-94f8-4a7f-8ea9-88f5e05ee01c","版力286.png","版力286-a.png","2022년 7월 학평 8번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","1"
"170","36deaeef-f09c-4521-865a-6483642268e8","版力285.png","版力285-a.png","2024년 7월 학평 13번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","2"
"171","1f18127e-5aed-4f29-bf7e-541bb2cebcda","版力284.png","版力284-a.png","2023학년도 6월 모평 11번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","1"
"172","8ece587c-833b-46fc-9cb5-ff6ffe43e46e","版力283.png","版力283-a.png","2024년 3월 학평 17번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","53","중","1"
"173","1c833455-d579-448e-8cce-dc240687344d","版力282.png","版力282-a.png","2024학년도 9월 모평 15번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","40","중","2"
"174","17504805-ada5-45c0-9fcc-636cab8da4da","版力281.png","版力281-a.png","2023년 10월 학평 8번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","5"
"175","57d69d64-972a-4e0b-83ed-a504606849e6","版力280.png","版力280-a.png","2022학년도 수능 17번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","3"
"176","dcfadac6-c171-4182-9152-78a30b5b5b7a","版力279.png","版力279-a.png","2023년 4월 학평 12번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","57","중","4"
"177","f0c10705-a19f-4df4-837a-4546e96aba33","版力278.png","版力278-a.png","2020학년도 수능 6번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","2"
"178","77cabf46-05f6-435b-ac68-958dfe961807","版力277.png","版力277-a.png","2023년 7월 학평 17번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","58","중","1"
"179","95d03b4e-aeaa-4343-8dd8-ef5802e2fd1f","版力276.png","版力276-a.png","2024학년도 6월 모평 7번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","56","중","2"
"180","efeacbe7-ef8c-4efb-b03c-cbdeff5cf2d0","版力275.png","版力275-a.png","2019년 4월 학평 19번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","67","하","4"
"181","1d93821d-c57c-4493-a70f-5233d926f4d5","版力274.png","版力274-a.png","2020년 10월 학평 7번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","4"
"182","e0700de8-3f10-4325-a736-e2ea7f7a3940","版力273.png","版力273-a.png","2025학년도 6월 모평 11번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","70","하","4"
"183","687ec429-d5a6-469a-804a-0fd1c0b48d6b","版力272.png","版力272-a.png","2024년 10월 학평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","90","하","2"
"184","63ed4f78-3f4c-4fdf-a08b-03b6eda08c84","版力271.png","版力271-a.png","2019년 7월 학평 1번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","73","하","1"
"185","c81116d5-4596-46e8-9c5c-960269181d10","版力270.png","版力270-a.png","2022년 7월 학평 17번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","4"
"186","67797026-58a7-4b6b-a696-914b96314abc","版力269.png","版力269-a.png","2020년 7월 학평 4번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","2"
"187","0b4a8047-cd11-4a6e-ac98-6b0b32d67a83","版力268.png","版力268-a.png","2022년 3월 학평 11번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","1"
"188","cfe6a3d8-29ed-4c37-8182-10322e6db08c","版力267.png","版力267-a.png","2023년 3월 학평 1번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","2"
"189","6610a381-80e7-4a1d-980c-38ec2ad70854","版力266.png","版力266-a.png","2021학년도 6월 모평 6번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","1"
"190","2fd80e91-323c-4b56-8c61-e94f85ae4472","版力265.png","版力265-a.png","2021년 7월 학평 1번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","2"
"191","00821e33-7da4-45c7-8cc4-f86c59302673","版力264.png","版力264-a.png","2020학년도 9월 모평 1번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","4"
"192","69525a13-3bfc-4a8a-abc6-bb4cc847c2c2","版力263.png","版力263-a.png","2025학년도 6월 모평 1번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","3"
"193","ae9c2970-c03f-4724-8821-cfec2939bb69","版力262.png","版力262-a.png","2020학년도 수능 1번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","77","하","3"
"194","a276f693-4b4a-4f4d-8f3f-c6a96cff3d0e","版力261.png","版力261-a.png","2023년 10월 학평 1번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","3"
"195","d4ce333d-516e-477e-8be6-ff00695bd604","版力260.png","版力260-a.png","2021년 3월 학평 6번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","73","하","3"
"196","56efe608-62aa-4780-8284-3d069da3c8ff","版力259.png","版力259-a.png","2022학년도 6월 모평 2번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","2"
"197","d53a5895-5675-4f02-9abf-844a99ace35a","版力258.png","版力258-a.png","2025학년도 수능 4번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","4"
"198","1ec26001-e616-4923-a0fd-af2cf1cb53dd","版力257.png","版力257-a.png","2024년 10월 학평 9번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","2"
"199","ecf9b541-02ed-4e82-af77-a53c7da49551","版力256.png","版力256-a.png","2020년 4월 학평 6번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","3"
"200","61aff509-91bd-41ca-bf56-72fe8db779ae","版力255.png","版力255-a.png","2020학년도 6월 모평 11번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","72","하","5"
"201","9b704ff3-071c-42c7-89b2-09083d4d16f7","版力254.png","版力254-a.png","2022학년도 9월 모평 9번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","63","하","5"
"202","ad2f0624-a83b-41d6-84c5-970dbfdd0547","版力253.png","版力253-a.png","2024학년도 6월 모평 4번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","1"
"203","e0c4549e-004f-412e-9c1c-7ad84a1fb16a","版力252.png","版力252-a.png","2024학년도 수능 7번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","3"
"204","fee31710-d63e-44f4-87fd-3b2306856162","版力251.png","版力251-a.png","2022년 10월 학평 8번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","71","하","4"
"205","e8780256-a13f-4737-8354-a3d636acf388","版力250.png","版力250-a.png","2019년 4월 학평 5번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","3"
"206","3ef4271a-54f7-4c36-822f-56536ec18a0c","版力249.png","版力249-a.png","2019년 7월 학평 14번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","52","중","5"
"207","cc64b5ce-8366-4e6e-aa08-98031009d1c1","版力248.png","版力248-a.png","2019년 3월 학평 6번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","67","하","4"
"208","76df1fd9-0665-41ec-b3fc-f453e5797ede","版力247.png","版力247-a.png","2021학년도 6월 모평 9번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","67","하","3"
"209","79fa3233-213e-485b-b1cd-c8f6dc3a051a","版力246.png","版力246-a.png","2020학년도 6월 모평 3번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","82","하","5"
"210","bc8f2b8f-1701-4bc2-b2e6-ae08627524d3","版力245.png","版力245-a.png","2024년 4월 학평 11번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","3"
"211","e39ceb98-e08c-4aa7-9a08-1dfdabee0cff","版力244.png","版力244-a.png","2023년 7월 학평 13번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","4"
"212","673b01bd-12b9-4f90-badf-78123b319346","版力243.png","版力243-a.png","2022년 7월 학평 13번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","2"
"213","f4b25a6f-8422-42e5-be97-d762944f3014","版力242.png","版力242-a.png","2022년 3월 학평 16번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","3"
"214","8e87862b-ec36-4319-85f9-e7aca5b3b286","版力241.png","版力241-a.png","2024년 7월 학평 3번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","3"
"215","a423f4ce-55e4-4ee5-8b47-fd8fd87d1c9e","版力240.png","版力240-a.png","2021년 3월 학평 13번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","70","하","4"
"216","f39f072f-3ea2-4e1c-a2cf-f64b28ebb8ff","版力239.png","版力239-a.png","2020학년도 수능 7번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","34","상","5"
"217","a9ba7ed7-f370-4c74-80b4-5baf4e0ecabf","版力238.png","版力238-a.png","2020년 7월 학평 9번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","59","중","2"
"218","ac08d847-2a0a-4ada-a439-90efa5b66414","版力237.png","版力237-a.png","2022학년도 6월 모평 14번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","73","하","4"
"219","aa7effed-7b98-4163-b6e2-57a4d165ce91","版力236.png","版力236-a.png","2022학년도 6월 모평 6번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","3"
"220","a02def07-7036-4520-b0ee-e74968c9d954","版力235.png","版力235-a.png","2020년 10월 학평 9번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","73","하","2"
"221","0d410d92-73c4-4d96-b5e4-e5e585f4d3f3","版力234.png","版力234-a.png","2020년 4월 학평 4번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","5"
"222","492f3131-7e31-47b4-9dac-fbf4bbf7b5cd","版力233.png","版力233-a.png","2022년 4월 학평 9번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","38","상","4"
"223","bc56c50d-df0f-4d0a-8935-940f6056cef0","경제586.png","경제586-a.png","2025학년도 수능 20번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","30","상","2"
"224","3889acfa-16e9-40f9-8f6c-557b4051d7cb","경제585.png","경제585-a.png","2025학년도 수능 18번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","64","하","1"
"225","4c81b2ca-26bd-4f0b-97ba-76643e92a10d","版力232.png","版力232-a.png","2023학년도 수능 8번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","56","중","1"
"226","89ed558b-1766-4ec7-a1d9-81b0de9b714e","版力231.png","版力231-a.png","2024학년도 9월 모평 9번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","5"
"227","cbfe5228-f1dc-4f45-b1b8-4d8ff672539b","경제584.png","경제584-a.png","2022년 10월 학평 2번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","68","하","3"
