"global_index","순번","문제 파일명","정답 파일명","통합사회 1권/2권","대단원","소단원 (자세한)","기존 사탐 범주","내신 난이도 (상,중,하)","정답율%","기출문제 유무 (Y/N)","태그 (쉼표구분)","출처"
"163","163",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","53","Y","헌법 재판소","2022년 3월 학평 3번"
"164","164",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","상","35","Y","헌법 재판소","2023학년도 수능 8번"
"165","165",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","63","Y","헌법 재판소","2022년 4월 학평 8번"
"166","166",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","60","Y","헌법 재판소","2021년 7월 학평 14번"
"167","167",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","71","Y","헌법 재판소","2021년 4월 학평 10번"
"168","168",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","상","28","Y","헌법 재판소","2024학년도 수능 9번"
"169","169",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","상","34","Y","헌법 재판소","2023년 4월 학평 9번"
"170","170",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","59","Y","헌법 재판소","2024년 7월 학평 14번"
"171","171",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","54","Y","헌법 재판소","2025학년도 6월 모평 7번"
"172","172",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","55","Y","헌법 재판소","2023년 3월 학평 6번"
"173","173",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","53","Y","헌법 재판소","2024학년도 6월 모평 9번"
"174","174",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","79","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023년 7월 학평 3번 "
"175","175",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","75","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024년 3월 학평 3번"
"176","176",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","81","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021년 4월 학평 2번"
"177","177",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","68","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024학년도 6월 모평 13번"
"178","178",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","67","Y","입법부, 행정부, 사법부 간의 견제와 균형","2020년 4월 학평 6번"
"179","179",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","65","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021학년도 9월 모평 6번"
"180","180",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","66","Y","입법부, 행정부, 사법부 간의 견제와 균형","2020년 3월 학평 12번"
"181","181",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","73","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023학년도 9월 모평 9번"
"182","182",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","55","Y","입법부, 행정부, 사법부 간의 견제와 균형","2022년 3월 학평 2번"
"183","183",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","67","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021년 3월 학평 2번"
"184","184",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","65","Y","입법부, 행정부, 사법부 간의 견제와 균형","2020년 10월 학평 16번"
"185","185",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","55","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021학년도 수능 2번"
"186","186",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","45","Y","입법부, 행정부, 사법부 간의 견제와 균형","2022학년도 9월 모평 4번"
"187","187",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","77","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021년 10월 학평 5번"
"188","188",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","71","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024년 7월 학평 6번"
"189","189",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","75","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023년 10월 학평 13번"
"190","190",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","76","Y","입법부, 행정부, 사법부 간의 견제와 균형","2017학년도 9월 모평 9번"
"191","191",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","64","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023년 3월 학평 9번"
"192","192",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","58","Y","입법부, 행정부, 사법부 간의 견제와 균형","2025학년도 6월 모평 4번"
"193","193",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","60","Y","입법부, 행정부, 사법부 간의 견제와 균형","2018년 4월 학평 11번"
"194","194",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","58","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023년 4월 학평 6번"
"195","195",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","46","Y","입법부, 행정부, 사법부 간의 견제와 균형","2023학년도 수능 19번"
"196","196",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","44","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024학년도 9월 모평 8번"
"197","197",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","52","Y","입법부, 행정부, 사법부 간의 견제와 균형","2020년 7월 학평 6번"
"198","198",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","54","Y","입법부, 행정부, 사법부 간의 견제와 균형","2019년 10월 학평 19번"
"199","199",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","57","Y","입법부, 행정부, 사법부 간의 견제와 균형","2021년 7월 학평 8번"
"200","200",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","46","Y","입법부, 행정부, 사법부 간의 견제와 균형","2018년 3월 학평 12번"
"201","201",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","상","40","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024학년도 수능 6번"
"202","202",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","상","32","Y","입법부, 행정부, 사법부 간의 견제와 균형","2020학년도 6월 모평 7번"
"203","203",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","82","Y","지방 자치 제도","2022학년도 9월 모평 7번"
"204","204",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","76","Y","지방 자치 제도","2024학년도 9월 모평 6번"
"205","205",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","90","Y","우리나라의 지방 자치 단체","2021년 7월 학평 17번"
"206","206",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","70","Y","우리나라의 지방 자치 단체","2022년 3월 학평 7번"
"207","207",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","67","Y","우리나라의 지방 자치 단체","2021학년도 6월 모평 5번"
"208","208",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","42","Y","헌법 재판소","2025학년도 9월 모평 5번"
"209","209",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","78","Y","입법부, 행정부, 사법부 간의 견제와 균형","2025학년도 9월 모평 7번"
"210","210",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","80","Y","헌법 재판소","2024년 10월 학평 19번"
"211","211",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","84","Y","입법부, 행정부, 사법부 간의 견제와 균형","2024년 10월 학평 13번"
"212","212",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","중","56","Y","입법부, 행정부, 사법부 간의 견제와 균형","2025학년도 수능 8번"
"213","213",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","69","Y","헌법 재판소","2025학년도 수능 9번"
"214","214",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","86","Y","정치 참여","2020년 7월 학평 13번"
"215","215",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","94","Y","정치 참여","2022학년도 수능 10번"
"216","216",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","96","Y","정치 참여","2020년 4월 학평 12번"
"217","217",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","78","Y","정치 참여","2021학년도 9월 모평 9번"
"218","218",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","74","Y","정치 참여","2021년 4월 학평 4번"
"219","219",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","70","Y","민주선거의 4대 원칙","2015년 10월 학평 13번"
"220","220",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","88","Y","민주선거의 4대 원칙","2017학년도 수능 3번"
"221","221",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","94","Y","정당의 기능","2017학년도 9월 모평 5번"
"222","222",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민참여","정치와 법","하","70","Y","정당의 기능","2019학년도 6월 모평 6번 "
